project_id,period,baseline_budget,baseline_duration_months,PV,EV,AC,CPI,SPI,forecast_duration_months,forecast_EAC,late_flag,overrun_flag,risk_state
49,12,783482.980459474,14,668548.2273948189,649621.9855909384,662631.1214350088,0.9803674541939751,0.971690536257,14.407879337724841,799172.7766030617,0,0,1
109,19,1083031.0757456643,19,1083294.1811857545,1012793.5393505096,1040992.5210210747,0.972911446431041,0.9349201324444704,20.322591567604846,1113185.6652715704,1,0,1
381,14,1086485.599849125,19,778070.105699773,811770.31610656,743138.9748269604,1.0923533061841906,1.04331256291678,18.211225164280453,994628.3804865637,0,0,0
487,8,1242779.6703005598,13,778034.2587744871,781296.7071979005,692616.7127528887,1.1280361747156555,1.0041931937914306,12.945716103608724,1101719.694950233,0,0,1
452,6,1035070.9783695422,15,439785.8262534349,442646.01936932886,487544.09440036543,0.907909714122869,1.0065036045846683,14.903076284748847,1140059.371839108,0,1,2
201,12,895901.327326844,18,606485.4706223457,635465.098890669,575043.7965713565,1.105072522614049,1.0477828895696146,17.179131458611284,810717.2235244701,0,0,0
23,1,1081428.7336716393,22,48000.91534040393,42826.36136353384,47361.51066566991,0.9042439897208898,0.8921988478725009,24.658180239147647,1195947.9365800824,1,1,1
98,1,1216379.5591017713,14,88349.9043012929,87704.40703930403,82267.84829259002,1.0660836384996797,0.9926938544292296,14.103038854863867,1140979.483386131,0,0,1
204,3,1221933.9468457396,16,224366.5426601434,227209.84693590517,218168.1193088816,1.0414438537384205,1.0126725858590628,15.799775982310216,1173307.5599413475,0,0,0
393,10,1004339.0941174137,21,471009.348091752,471111.2892242412,456945.0273518395,1.0310021140934618,1.0002164312298731,20.995455927651832,974138.7339447967,0,0,0
171,15,1042901.3849729167,15,1078596.8056680814,965096.2354461113,1102872.0609633876,0.8750754231665588,0.8947701591312724,16.764081643674192,1191784.5677793815,1,1,2
33,14,944393.4423290342,14,939589.7648075434,821327.5270267252,920632.0378191827,0.8921344177553362,0.8741341783293671,16.015847849304556,1058577.5232225484,1,1,2
151,2,980663.7585898751,21,90781.19513921067,84554.76226539601,95648.35360235037,0.8840169127941816,0.9314127461720836,22.546395340095696,1109326.919425347,1,1,2
455,10,846559.4799495561,10,869604.127187161,889555.7233431686,897898.7426992106,0.9907082848440552,1.022943308952021,9.77571280098087,854499.2435213266,0,0,1
258,12,863791.6861634178,19,522800.54842826206,491906.1412116876,515231.0459652769,0.9547292327660681,0.940905939541466,20.193304347998183,904750.4323930843,1,0,1
437,1,992550.6528440086,24,41170.39875619352,39959.02442740544,44828.795714683205,0.8913695715077459,0.970576570415028,24.727569912116635,1113511.9310446235,0,1,2
140,8,931501.1527911415,23,318794.27587160683,347208.85075595445,300667.8530371257,1.154792064561295,1.0891313835753798,21.117746074395576,806639.7244814965,0,0,0
287,15,1153458.4970385856,23,710046.0376456068,711447.399647369,712733.7291319802,0.998195217327265,1.0019736213251875,22.95469612221999,1155544.0028324805,0,0,0
17,2,971385.9309498176,17,121466.66374912226,112546.07226231237,139972.25097377313,0.8040598867228358,0.9265593438440483,18.347448669042095,1208101.4697909686,1,1,2
79,12,902746.2379562611,25,434266.18469077983,404351.18663192703,414356.96602349856,0.9758522718042006,0.9311136830049205,26.849567841511234,925084.9375871435,1,0,2
113,14,960358.4358799675,22,602943.9928610331,646815.0538533102,616748.4236297942,1.0487502344092956,1.0727614198196158,20.50782177056599,915717.0166649694,0,0,1
379,15,1021070.8757763155,18,811431.5053415928,863485.2177657199,730498.0157951977,1.1820500522862563,1.0641504699798583,16.914901142073166,863813.5701626309,0,0,0
309,7,965621.8133232588,28,234709.53147319282,244034.76371659111,248907.70202754062,0.9804227098187169,1.0397309482272277,26.93004382310716,984903.5560404401,0,0,0
164,7,1231997.0774975915,17,508186.568952846,499021.44386950997,512683.80169662816,0.9733512980478314,0.981965038741143,17.312225312821337,1265727.0606907334,0,0,1
407,11,947957.6570964272,16,661684.5692905578,714689.6766829642,714449.7541506606,1.0003358144234913,1.080106307223149,14.81335669739258,947639.4261088708,0,0,1
291,1,1158658.4919223841,17,64747.11706072409,69792.46430421279,62237.31442874741,1.121392607390136,1.077923890244516,15.771057821293601,1033231.7907989233,0,0,1
84,4,1073336.5017636707,16,258600.6702056113,282356.88020662393,262570.5521334984,1.0753562344000616,1.091864456430543,14.653833546616426,998121.8013419361,0,0,0
160,13,904630.8183078358,16,742842.7932518321,716807.0786300858,747509.8321337322,0.9589266225221322,0.9649512455956211,16.58114860520639,943378.5620932188,0,0,1
183,13,1008795.4453160524,22,610203.3384918666,599828.9282323222,677534.2704629434,0.8853115692915033,0.9829984373976304,22.380503531869635,1139480.698443115,0,1,2
28,3,926268.8760764252,18,167195.09467936895,179229.78827067735,169495.27712524857,1.0574323444908467,1.0719799442345328,16.791358921227985,875960.4157204245,0,0,0
267,8,1033507.9251086203,13,649487.5310053076,546282.6026451406,737246.9944603785,0.7409763712159821,0.8410979065288267,15.455989010423789,1394792.0139647343,1,1,2
407,14,941030.5733954883,19,694827.1312765334,664798.3503464042,704335.0379746644,0.9438666465579378,0.9567823713576636,19.858225411322337,996995.2607470643,0,1,2
293,15,870875.9423820721,23,578773.3286750823,542391.5530417588,646966.4443009619,0.8383611821287041,0.9371398545323296,24.542761561963367,1038783.7139248372,1,1,2
218,11,1208929.0199816772,11,1179991.5287493255,1136929.650501063,1156625.7767374783,0.9829710467875162,0.963506620853538,11.41663146046207,1229872.4605700467,0,0,1
158,2,991068.804050467,15,130214.82401138346,132730.1635048726,128370.97563724825,1.0339577372999218,1.019316844396067,14.715738371700628,958519.6457241521,0,0,0
301,7,1141155.6604487312,15,515261.911361737,517763.87239185575,534017.969329086,0.9695626404526216,1.004855707311077,14.92751634972442,1176979.8183601676,0,0,1
458,12,928362.6133719108,14,804820.1988455954,808474.4950927163,848483.6580856027,0.9528462774602432,1.0045405125919584,13.936720146683383,974304.7072046163,0,0,0
404,1,956345.2723991864,17,54380.2982331475,60203.499264791455,54936.67933472071,1.095870736889298,1.107082918278194,15.35567003999979,872680.7279422719,0,0,0
232,14,768440.1879150766,16,699577.9904955158,687681.05955746,678859.9598715901,1.0129939902296468,0.9829941320343296,16.276801130936175,758583.1656719607,0,0,1
301,2,1227819.731485145,10,235799.96893340335,268666.5945618107,246244.75806057116,1.0910550814475581,1.1393835027929535,8.776676137127799,1125350.820836776,0,0,1
224,3,918164.7040679543,22,128212.38609023264,129056.13925902967,137500.72295219722,0.93858516877687,1.006580902161849,21.85616670527949,978243.3545849366,0,1,1
151,6,808574.1567417101,18,290637.2065096468,247413.64751147616,291557.7003717158,0.8485923959341185,0.851280021862115,21.14462872114192,952841.6241011012,1,1,1
382,18,1143607.2356059481,18,1178445.3078821944,1293195.8569190823,1124348.7072066679,1.1501732946639822,1.097374522406227,16.4027864985704,994291.2436860636,0,0,1
220,15,945850.7392352085,15,919757.3743323603,921506.8752189421,934622.5985066233,0.9859668241398849,1.0019021330357385,14.971522173079295,959312.946518589,0,0,0
119,14,1000429.3863890595,20,700233.4617284157,706808.9271894572,655078.1253181263,1.0789689044283213,1.009390390234724,19.81393937716129,927208.728892076,0,0,0
15,6,864865.4507043137,20,265131.79309168033,260776.31994321515,287395.2452857146,0.9073786856980316,0.98357242223697,20.33403900702438,953147.1967946732,0,1,2
392,16,763708.7844742144,16,803721.9422981292,807351.9874367084,758285.877819831,1.0647066113877113,1.004516543530216,15.928060222652489,717295.0522762473,0,0,0
369,1,1083199.1354978867,21,51124.0490597062,43968.995690625954,50519.29880133605,0.8703405774401433,0.8600452526613438,24.41731982708714,1244569.2681407614,1,1,2
235,8,900876.1136366033,12,590212.7671537024,616453.515498054,600626.7739933898,1.0263503762901491,1.0444598114522283,11.489192660572616,877747.1460505665,0,0,1
436,1,1046289.2751414776,14,77761.05359357364,79468.67751154563,75872.07942815192,1.0474034468344782,1.0219598865892052,13.699167828127823,998936.253555048,0,0,1
172,8,1186106.8955526229,19,499160.38707413856,506401.5695009586,496753.74691635766,1.0194217409420476,1.0145067249211515,18.728313507706616,1163509.5151654717,0,0,1
313,11,1229673.778310228,14,1021961.8987286971,930294.5387667256,1024164.3940239097,0.9083449338749491,0.9103025659997657,15.379501852358398,1353752.008132536,1,1,1
179,19,978995.4031069346,19,965819.0387894331,853278.3582917872,1032428.0884151461,0.8264772799833768,0.8834764319424626,21.50595003222157,1184540.007108998,1,1,2
343,12,1144608.4195534086,18,768432.3117277259,706501.443644206,735980.0491381332,0.9599464611459945,0.9194062155659802,19.577853287536588,1192366.9349090185,1,0,2
367,10,919243.4884026662,14,626405.9172595385,634775.6469062198,610956.6191654254,1.0389864468173393,1.0133615111480714,13.815405307962534,884750.220966333,0,0,0
336,14,1232390.5249950215,14,1265570.2443999886,1145877.4413011342,1267923.3043163412,0.9037434972606536,0.9054238169485399,15.462372137705424,1363650.7800393954,1,1,2
1,13,1055312.6176123747,14,1005757.8219184075,996461.483512709,971515.3111454274,1.0256775905444762,0.990756881822737,14.13061090652594,1028893.1213288641,0,0,1
191,9,973586.8455160556,20,444377.90155523526,421951.69009319245,476947.9770796987,0.8846912249775277,0.9495334682855392,21.06297531156184,1100482.0868894523,1,1,2
119,5,928673.1252418322,21,225575.33959895748,246250.76349900872,217742.5778198057,1.1309260961482468,1.091656401523364,19.236822108765466,821161.6377097886,0,0,0
479,23,863271.7390228609,23,854458.9031719452,849224.1676238368,939573.3546285547,0.9038401987884852,0.9938736251343676,23.141775189869332,955115.4509170951,0,1,1
257,11,898927.5893077992,12,842444.1254539216,886115.1853192652,867159.688998263,1.0218592913871487,1.051838523821165,11.408595262708078,879698.0140852145,0,0,0
257,18,1305019.6268751784,19,1278190.0772681779,1101939.7972382596,1377382.4289627997,0.8000245785537174,0.8621094912529671,22.03896395153463,1631224.4171727696,1,1,2
34,17,961371.8201635312,20,801389.158121954,840248.6982066422,836420.9907756422,1.0045762928874493,1.0484902243695873,19.07504670539504,956992.3429113227,0,0,1
475,12,874328.8751427406,15,694524.8070736718,682396.734163787,712204.5643480215,0.9581470947023181,0.9825375957973544,15.266591389642567,912520.5096137994,0,0,2
333,2,1090604.871243235,22,102154.36658848406,107888.60114474653,96939.48686452613,1.112947929005668,1.0561330342281119,20.830709093460918,979924.4356540608,0,0,1
161,12,924209.8924432651,20,544645.0294480674,563053.6179040802,574954.5309479627,0.9793011231266223,1.0337992407176977,19.34611596939783,943744.3403439925,0,0,1
343,7,654365.8388837811,14,324669.36002117244,297177.6255566332,308803.3714816594,0.9623522700893935,0.9153239022532141,15.295132100818947,679964.9766742865,1,0,1
481,17,1073362.9608405943,21,911484.9216774718,904893.7118844416,951872.4024973722,0.9506460209481067,0.9927687122010751,21.152963164442138,1129087.94355453,0,1,1
71,4,1247798.775616501,17,294916.3665771312,303544.72671389795,294114.95988213934,1.0320615001546927,1.0292569728730538,16.516769327825326,1209035.2904642525,0,0,1
141,6,944028.3590580637,17,317457.03154422145,329906.02039130084,313942.6290151818,1.0508481165052201,1.0392147207655889,16.358505764310298,898349.0042286946,0,0,0
367,4,1012078.7361997648,21,184260.66327593048,190290.3949791251,184658.92117649165,1.0304966246242229,1.0327239227081533,20.334573004691187,982127.172487174,0,0,0
160,12,1110394.4805584166,17,805555.8138924222,766457.0219526027,840879.1119707213,0.9114948998510621,0.9514635841917702,17.86721035092563,1218212.4998613317,1,1,2
201,17,1242024.1788172778,17,1232988.0584542807,1017945.258478036,1205962.5112608415,0.8440936173163192,0.8255921470595342,20.591281131425436,1471429.4165215048,1,1,2
300,12,1040870.0613836786,19,653100.8046176607,640008.2359978912,676236.3420912809,0.9464268572414295,0.9799532192776363,19.388680629066844,1099789.226626054,0,1,0
455,6,894152.7901741526,18,306744.87876171,312659.4027698955,306858.91315864684,1.018902790052736,1.0192815737692562,17.65949710386388,877564.3750351034,0,0,0
379,9,714664.4399441232,14,462301.7080660102,446858.5795205325,454272.96783566946,0.9836785614815208,0.9665951298123419,14.483830476900922,726522.3294769841,0,0,0
313,12,1243744.2458652884,15,927304.1551831444,852421.5001877091,954923.7028975443,0.8926592748731541,0.9192469325443217,16.317704709095423,1393302.3280825969,1,1,1
432,14,809603.092586569,18,651092.0477405386,638188.8896861396,620722.5790108483,1.0281386746122958,0.9801822828290158,18.36393119456123,787445.4220797257,0,0,0
309,10,989391.8367173551,27,372248.8761071083,382535.5799676653,374276.3830366863,1.0220671068368465,1.0276339420232317,26.273947264569443,968030.2106379132,0,0,1
276,2,1285908.3798632983,11,233614.13265594642,233280.1643408281,249345.36574293918,0.9355704833164079,0.9985704276050363,11.015747808977595,1374464.4607694477,0,1,1
274,16,1017572.7662270868,22,760572.3279339048,772394.142484301,814198.4405180676,0.9486558854040953,1.0155433140494476,21.663280822829385,1072646.8700435408,0,1,2
342,6,1012447.6672865942,6,999360.7139738996,929905.46561301,934350.1284112923,0.9952430436266544,0.930500321465805,6.448143930297927,1017286.8564820573,1,0,2
359,18,1067351.7169264315,18,1081222.6645113132,1095615.6793796108,1101234.0258410207,0.9948981357916914,1.0133117953782471,17.763535450883598,1072825.1250336147,0,0,2
48,17,664461.1751910968,17,658154.7989651865,665439.7582540162,671159.0539834949,0.9914784793626291,1.0110687626988115,16.813891030143665,670172.0602329614,0,0,1
102,9,1263708.2042970194,13,892217.7014189519,919020.3917711319,968362.1441064167,0.9490461779866288,1.0300405274514886,12.62086262971071,1331556.075572567,0,1,1
106,16,1165517.9807068766,16,1172943.4909129837,1166117.8554330603,1155310.173127866,1.0093547884858782,0.9941807635808521,16.093652770318158,1154715.858093126,0,0,0
255,11,1057977.690314868,16,739173.6801704208,665011.16738161,757049.7059334147,0.8784247086678086,0.8996683529482379,17.78433124558351,1204403.3824132336,1,1,2
116,9,976817.2163219611,14,628087.5748871524,608890.6265732897,678015.5825444174,0.8980481308236021,0.9694358731466519,14.441388427847194,1087711.4297049087,0,1,1
264,15,1088313.7896189278,16,1016921.9970141234,967437.6983475211,962988.6789358271,1.0046200121652629,0.9513391402566789,16.818397691156775,1083308.889371295,1,0,1
269,13,1157397.4802293333,17,864519.71425013,918604.9422864037,916478.6278283515,1.002320091700437,1.062561011790444,15.999081286969622,1154718.4275891422,0,0,0
61,4,1104950.9913029294,14,319210.31577709666,314990.05673778534,307129.64380208973,1.0255931431378233,0.9867790643637647,14.187572989326274,1077377.5143643308,0,0,1
358,8,993657.5568147284,11,740624.4673658668,781501.223035845,749206.7535270447,1.0431048830736875,1.0551922836351357,10.424640295989484,952596.0168902152,0,0,1
398,9,1208116.4097444403,23,465815.5049765094,409908.591136401,522326.40394821705,0.7847747845752001,0.8799805647454184,26.136940884204623,1539443.4600729377,1,1,2
368,2,1235832.8105386705,7,346624.5992666194,322891.6019006175,363708.6008886638,0.8877755464448284,0.9315311220951551,7.514510072681132,1392055.4756071698,1,1,1
129,13,1169646.1641709406,16,989466.0353675717,896136.4838635816,865525.7979343247,1.0353665783299733,0.905676851788733,17.666345306716877,1129692.7954324717,1,0,2
419,7,974000.115457921,7,968201.964985196,956533.1160144131,933412.3287610364,1.0247701755601044,0.987947918520325,7.085393742702631,950457.1255945908,0,0,1
257,5,933418.8185612309,16,299301.41382177355,286967.30224486784,297519.31577390555,0.964533349703397,0.9587903330645462,16.68769432505623,967741.3630625275,0,0,1
328,4,920030.950678444,23,153496.40024523312,159271.07704755,158213.60774605616,1.0066838075217346,1.0376209265695546,22.166091113871,913922.4688071485,0,0,0
75,4,830777.9894361899,16,204972.89632988969,215239.0583352295,214650.9207090264,1.0027399725296327,1.050085461000742,15.236855088681867,828507.9005481044,0,0,1
146,12,818412.225229022,12,842368.5254989136,871037.9688199242,825002.1233193248,1.0558008812333453,1.0340343239961753,11.60503062763358,775157.7402293744,0,0,0
482,10,939563.9386355369,21,452832.51907325507,489304.10059272964,433692.2475456984,1.1282288382182146,1.080540994701784,19.434709190090228,832777.8078420406,0,0,1
320,13,1105290.433602226,15,953574.1957715536,887232.6715651712,957459.023685594,0.9266534124352424,0.9304285660197587,16.121603041669143,1192776.5211564116,1,1,1
481,9,989158.2083305854,13,699833.4214233953,625558.0768821437,728361.5973219656,0.8588564789552208,0.893867108561088,14.543548896129412,1151715.3710406583,1,1,2
131,3,1190324.9492650866,21,167260.07917343755,163906.8557210226,167437.72844202546,0.9789123230835911,0.979952039548314,21.42962017781958,1215966.8656693809,0,0,2
251,4,1052826.7462551654,19,237226.58114827026,237247.02465269552,249628.51655842297,0.9504003305534618,1.0000861771236862,18.99836277574124,1107771.8645594914,0,1,2
64,17,1006994.0264191027,23,759070.0823065881,762189.0124912979,758916.1825028806,1.0043125052066009,1.0041088830365075,22.905882408336154,1002670.0067942997,0,0,0
308,13,909395.0698837478,20,590684.1062453035,587067.4816902438,554930.9104500265,1.057910941046978,0.9938772272407178,20.123209841044066,859614.01342891,0,0,0
500,15,964683.7596608491,17,851303.3707004794,838085.0166267699,820875.3004093054,1.0209650798469432,0.9844728042568033,17.268125565777932,944874.3925751785,0,0,1
171,3,1289281.3980950245,20,199475.10961635353,199963.18777062962,190048.53585759885,1.0521690518071642,1.002446812312648,19.951183199296068,1225355.7504667195,0,0,0
255,17,993656.0691231034,19,886993.1531483708,889205.8494760626,959716.0047536211,0.9265301871300355,1.0024946036165419,18.952720474959857,1072448.6723967332,0,1,2
98,13,1178750.7153436956,13,1132355.0866722604,1147867.6987196258,1119530.8683001022,1.0253113435474543,1.01369942364365,12.82431428566141,1149651.491482928,0,0,1
441,14,1080394.6405641339,14,1070412.660552869,1153623.24227128,1174843.6270961608,0.9819376942297156,1.0777369184660357,12.99018318860829,1100268.0179333102,0,0,2
450,9,981078.7480565944,20,437056.12640153995,424772.28948970354,486391.97378365695,0.8733127033026221,0.9718941431779616,20.57837279953424,1123399.1494071155,0,1,1
211,11,775064.7690981914,24,362374.1978009306,379652.8907349892,361871.09102400846,1.0491384919990776,1.0476819073734125,22.90771638900315,738763.0660861053,0,0,0
104,6,955232.661176484,21,268711.9501165562,255070.69041869228,272976.7419126458,0.9344044794128153,0.949234636971125,22.123086518427165,1022290.3273930763,1,1,2
176,15,923909.4641786448,15,918837.9361784442,988904.8009459706,933377.4307824844,1.0594908001117358,1.0762559554941133,13.937205107602347,872031.6062029115,0,0,1
17,18,1043684.712527107,23,846839.3462542294,833398.373341498,839867.6978279591,0.9922972100210642,0.9841280722581159,23.370941901114257,1051786.4022866213,0,0,1
135,6,930689.8681422049,13,421753.1962649527,385170.5123935282,461016.46507753496,0.8354810328276436,0.9132604466417781,14.234712614351496,1113956.908144679,1,1,2
50,9,1153928.4502160295,17,595906.7812305925,582757.6662522033,618391.6436748696,0.9423763600508782,0.9779342753052158,17.38358131960786,1224487.9000930474,0,1,1
186,7,845754.7580939905,15,396901.80473598745,372867.4042364381,378456.8368623212,0.9852309904817059,0.9394449704870034,15.966874560224722,858432.9626907881,1,0,1
127,11,1207045.8591596207,17,739867.8355324281,724255.499089875,721171.5669332225,1.0042762808436374,0.9788984793056749,17.366458687378866,1201906.1708254702,0,0,0
67,3,1072555.209041277,17,181723.01695305895,181241.82654632657,192278.71450009893,0.9425995332740449,0.9973520668168486,17.04513437692794,1137869.4463340559,0,1,1
211,1,969638.441711938,23,43917.961503477796,42600.43498460746,46785.703475850736,0.9105438589075918,0.9700002806649849,23.711333345421632,1064900.3144947283,0,1,1
496,14,1404692.6379169447,14,1458263.0338858825,1448955.5135322027,1464065.2565931338,0.989679597276906,0.9936173926531775,14.089930493886499,1419340.8066428197,0,0,0
164,1,1101624.4518886996,18,62511.049146727826,64882.37395138075,62012.23717123014,1.0462833935860998,1.0379344905744083,17.34213494537457,1052892.991174141,0,0,0
12,4,1000902.5020654107,19,218082.79555906446,211230.0245625499,236701.1373182048,0.8923912531885587,0.96857720491455,19.616402186211083,1121596.0471252222,0,1,2
16,2,1099312.2301872629,20,111888.72882491058,121732.0045872308,107972.87085933756,1.1274313965942244,1.087973792049452,18.382795749450306,975059.0887464153,0,0,0
449,7,880088.049422164,15,421871.4951112629,367319.2265015427,415409.8460557587,0.8842333179850509,0.8706898445572088,17.227719025054533,995312.0194878734,1,1,1
304,8,929485.1796032551,20,374644.6780400271,376557.1458970908,360335.3707718824,1.0450185478335345,1.0051047511660085,19.898423499439506,889443.7151667826,0,0,0
285,2,1136452.357554246,20,106418.72703778214,108321.64247189708,105709.44770307383,1.0247110814178182,1.017881396320775,19.648654619577314,1109046.6163221535,0,0,1
433,9,911451.6843985298,21,405155.47526994784,350413.4547811876,395744.8346092072,0.8854530094554899,0.8648863860169071,24.28064580448776,1029362.0041553959,1,1,2
314,15,984031.1494930163,15,1015908.9048750116,1030691.3343518475,1123670.7950732305,0.9172538245818488,1.0145509399572146,14.784866298219168,1072801.358927677,0,1,1
296,11,1001106.4017377358,24,467958.2286082495,473779.8092321818,473269.00499136496,1.0010793105726967,1.0124403852054193,23.705099431736432,1000027.061956783,0,0,0
182,11,1033001.2458595125,14,851345.9274383852,867712.3860056082,814131.9207499396,1.0658130014191225,1.019224216666506,13.735937363996968,969214.3410561502,0,0,1
58,10,993654.2911491102,14,708501.4300924711,714524.5535824638,700132.2699638358,1.0205565208690799,1.0085012157127284,13.881986240448816,973639.6474179985,0,0,1
168,10,1027856.2056321456,17,644925.2132537051,650132.32105522,650536.2234869275,0.999379123841033,1.008073971515619,16.863841821489387,1028494.7735166443,0,0,1
368,12,1307125.7665147968,20,775101.3613019192,757896.2224939739,794273.3677726114,0.954200723888489,0.977802724047541,20.45402360632777,1369864.5722967945,0,0,2
197,1,792475.1630396324,16,52522.49241215911,50901.690007709,50722.54066646672,1.003531947313529,0.9691407941624094,16.509469105392654,789686.0335748165,0,0,1
478,14,1044986.265079169,16,841861.3524624585,940023.244653035,864093.2635947145,1.0878724372210058,1.1166010197563425,14.329200597982094,960577.9403223135,0,0,0
211,12,931074.1027778167,12,982167.7894263364,981088.6015518159,902621.1217609274,1.0869329089461213,0.998901218420988,12.01319988273614,856606.7832839622,0,0,1
350,16,900626.6010943439,24,606534.8992438365,635191.7522018066,617816.774008642,1.0281231894699603,1.0472468327769704,22.917233310087482,875990.9418623793,0,0,2
30,8,888252.5591911537,15,482492.6609241244,404487.29027798254,498490.1856351263,0.8114247821401445,0.8383283789296666,17.892749878217423,1094682.5617629953,1,1,2
288,4,1054390.3328839224,13,322508.882132171,323823.76946001756,321547.39595463016,1.0070794338067306,1.0040770577205613,12.947213463389334,1046978.3191762322,0,0,1
224,9,1264266.457085534,19,560067.7975819708,554617.2515984244,529235.7143094771,1.0479588519872736,0.9902680603900482,19.18672403966685,1206408.4908372788,0,0,1
64,6,972688.1605977224,6,958544.2427608147,877939.9814879418,963945.2178292208,0.9107778795407476,0.915909712168616,6.550864042912801,1067975.1698495275,1,1,1
394,12,934988.441122636,14,825449.3670329018,905314.3201846961,790368.0009441836,1.1454339233157165,1.0967533035234744,12.764949013623236,816274.4459463025,0,0,1
86,1,981105.9351179502,13,75387.39639911587,66863.30150984965,77462.89334025422,0.8631655574257204,0.8869294431639745,14.657310229351102,1136637.0294523472,1,1,2
399,2,880889.85691136,10,185942.98083533987,175451.19025524065,193432.68327229522,0.9070400476648405,0.9435752264862843,10.597989136741456,971169.7506402241,1,1,2
337,2,1168020.771933443,21,111426.60640955801,105357.9390533639,109536.80103873304,0.961849698496385,0.9455366401998441,22.20960997932512,1214348.5346612423,1,0,2
171,13,1170236.564856579,14,1060043.8144878726,1009400.2389205752,1063109.5795370657,0.9494790173559734,0.952225016668991,14.702407261861122,1232503.8715603764,1,1,2
421,11,1004713.1740444542,17,651874.6060735744,602439.7845931218,670426.0771111428,0.8985924103504849,0.9241651369452593,18.394980853954195,1118096.661480346,1,1,1
482,12,947798.3568041101,13,888100.4033801818,964596.9433328187,891909.4652447681,1.0814964757304184,1.0861350131826142,11.969046059851385,876376.7410004627,0,0,1
114,9,1249144.458109125,19,576127.5431997064,608758.3214220293,602717.6931450346,1.0100223178209256,1.0566381153053326,17.981558420793522,1236749.362929023,0,0,1
339,11,872963.9527725996,17,569051.7157913293,548273.4208065283,597330.7427365169,0.9178724307655001,0.9634861043237407,17.6442606942755,951073.2902660046,0,1,1
461,4,932914.3905096323,22,160643.1480172383,167964.64399170224,160108.71214102564,1.0490662359694518,1.0455761485306443,21.041030852622985,889280.7322575942,0,0,0
58,6,869861.3594105089,18,284551.84517770313,261463.77327163136,279449.7259705176,0.9356379662337411,0.9188616334866737,19.589456501408115,929698.6556798189,1,1,1
159,6,1014910.379197265,15,396289.5046070142,368161.9004954193,437174.3191672514,0.8421398155241827,0.9290225863047067,16.14600142248878,1205156.6265935814,1,1,2
489,1,864994.8034627168,18,51578.25437921298,49719.80244947798,52474.31993525051,0.9475073237886379,0.9639683050133626,18.672813106392002,912916.2189522798,0,1,2
316,11,1047809.2945101226,14,812238.4568931779,867288.2534697779,904739.0574457858,0.9586059608372195,1.0677754126382615,13.111371393548737,1093055.2670411055,0,0,2
337,7,759248.8949505694,12,433131.2625305484,420153.31986830523,471335.8717834153,0.8914095977430101,0.9700369292523007,12.370663052229915,851739.645694793,0,1,2
253,17,969669.3686651345,17,1011279.5216076263,939064.4881527683,1045478.0237106775,0.8982154257243787,0.9285904323069273,18.30731763816083,1079551.0084711926,1,1,2
345,8,1083192.9171160427,31,288140.71806125366,278140.4211662872,297074.04425628047,0.936266316576417,0.9652937045404303,32.114578033800484,1156928.213627168,0,1,2
383,6,974872.4863084466,22,257134.65438948103,254350.44316483018,243440.18951784252,1.044816978119334,0.9891721665006163,22.240819894709695,933055.7472976873,0,0,1
403,19,843070.1351007139,19,814652.4501920068,812359.1729081944,811953.1357010158,1.0005000746832857,0.9971849623931385,19.053636703868868,842648.7477950392,0,0,0
486,11,968045.6101537575,11,987032.3928484,922269.4595482445,1080704.344837866,0.8533966426188553,0.9343862128848058,11.77243397678013,1134344.2917505205,1,1,1
96,14,938037.041850866,18,734635.4125821288,783163.8617044593,701682.7013795787,1.1161225154399281,1.0660578680134145,16.88463688518408,840442.7192127126,0,0,0
476,6,1124988.2735733,14,474616.82499222684,499052.4780586154,468467.9008292683,1.0652863881926748,1.0514850122870987,13.31450266661283,1056043.0378556824,0,0,0
361,6,901831.7923607512,25,214186.7039175371,224790.10980076343,206855.11946422173,1.0867031494458312,1.0495054346945303,23.820743727045603,829878.6957787359,0,0,0
112,9,970061.9618254243,16,546832.2751245985,550685.9289604618,544904.8032920919,1.010609423211986,1.007047231868282,15.888033345086182,959878.2076880988,0,0,0
347,3,1098238.7181130224,13,244929.8883127753,246883.63845026688,252143.06278323513,0.9791411103089133,1.0079767730714704,12.89712257990516,1121634.7741405063,0,0,2
144,18,993402.8905343574,22,825161.5719622119,857659.294247598,857922.898503167,0.9996927413220595,1.0393834654807148,21.16639405055862,993708.2160070663,0,0,1
228,1,1107288.6080267702,6,184123.62886251954,176488.78706106177,197698.93612006903,0.8927149054250568,0.9585341552921569,6.259557853909992,1240360.837819266,0,1,1
342,15,1168193.1316812523,15,1208160.0225414138,1261271.045839426,1228270.7153754598,1.026867310317562,1.04396025551838,14.368363087301372,1137628.1238517417,0,0,1
321,1,1189531.2982527465,20,61058.42554602317,66175.95964249675,61939.006241033414,1.0684052531449306,1.0838137251445537,18.45335553148905,1113370.8812749397,0,0,1
7,9,974438.8628253693,14,634511.5288921375,628125.2428016067,707554.732325409,0.8877408546717597,0.9899351141788056,14.142341047891417,1097661.3926207847,0,1,2
403,6,961866.3140848859,14,403541.5872712491,408453.7396571676,395548.33699131286,1.032626613384392,1.012172605106538,13.83163299359046,931475.4255000342,0,0,0
244,16,828421.4604101704,16,845983.2651822563,830737.8913930218,781714.4626907179,1.0627127052678054,0.9819791071328696,16.293625682847722,779534.7287218203,0,0,1
